Brand,Year,Month,Grouping4,Grouping1,Grouping0,Giver,Receiver,Adjusted_Volume,Margin Revenue
BRAND1,2023,5,CAMPAIGN140,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN141,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN142,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN143,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN144,DIGITAL,HALO,BRAND2,BRAND1,150.4323567,28612.4669
BRAND1,2023,5,CAMPAIGN15,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN16,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN16,TV,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN17,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN17,DIGITAL,HALO,BRAND6,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN18,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN19,DIGITAL,HALO,BRAND6,BRAND1,3274.134153,622745.3795
BRAND1,2023,5,CAMPAIGN2,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN2,TV,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN20,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN21,DIGITAL,TARGET,BRAND1,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN22,DIGITAL,TARGET,BRAND1,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN23,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN24,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN25,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN26,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN27,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN28,DIGITAL,HALO,BRAND10,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN29,DIGITAL,HALO,BRAND10,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN3,DIGITAL,HALO,BRAND5,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN3,TV,HALO,BRAND5,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN30,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN31,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN32,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN33,DIGITAL,HALO,BRAND6,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN33,TV,HALO,BRAND6,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN34,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN35,DIGITAL,HALO,BRAND10,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN36,DIGITAL,HALO,BRAND10,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN36,TV,HALO,BRAND10,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN37,DIGITAL,HALO,BRAND6,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN38,DIGITAL,HALO,BRAND10,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN39,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN40,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN41,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN42,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN42,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN43,DIGITAL,HALO,BRAND6,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN44,DIGITAL,HALO,BRAND6,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN45,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN46,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN47,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN48,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN49,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN50,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN51,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN52,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN53,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN53,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN54,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN54,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN55,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN56,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN57,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN58,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN59,DIGITAL,HALO,BRAND4,BRAND1,1777.163296,338019.2073
BRAND1,2023,5,CAMPAIGN6,DIGITAL,HALO,BRAND5,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN6,TV,HALO,BRAND5,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN60,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN61,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN62,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN63,DIGITAL,HALO,BRAND2,BRAND1,408.8231202,77758.78972
BRAND1,2023,5,CAMPAIGN64,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN65,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN66,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN67,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN68,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN69,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN7,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN7,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN7,DIGITAL,HALO,BRAND6,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN70,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN71,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN72,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN74,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN75,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN76,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN77,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN78,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN8,DIGITAL,HALO,BRAND6,BRAND1,2898.587773,551315.8773
BRAND1,2023,5,CAMPAIGN80,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN81,TV,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN82,DIGITAL,HALO,BRAND5,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN83,DIGITAL,HALO,BRAND5,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN84,DIGITAL,HALO,BRAND5,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN85,DIGITAL,HALO,BRAND4,BRAND1,13.11380373,2494.26575
BRAND1,2023,5,CAMPAIGN86,DIGITAL,HALO,BRAND4,BRAND1,21.78297026,4143.154631
BRAND1,2023,5,CAMPAIGN87,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN88,TV,HALO,BRAND2,BRAND1,3547.837878,674804.2513
BRAND1,2023,5,CAMPAIGN89,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN9,DIGITAL,HALO,BRAND7,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN90,DIGITAL,HALO,BRAND5,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN91,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN92,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN93,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN94,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN95,DIGITAL,HALO,BRAND9,BRAND1,469.0449,89213.06539
BRAND1,2023,5,CAMPAIGN95,TV,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,5,CAMPAIGN96,DIGITAL,HALO,BRAND2,BRAND1,7616.298413,1448631.737
BRAND1,2023,5,CAMPAIGN97,DIGITAL,HALO,BRAND9,BRAND1,4078.542768,775745.1422
BRAND1,2023,5,CAMPAIGN98,DIGITAL,HALO,BRAND4,BRAND1,545.2905406,103715.1041
BRAND1,2023,5,CAMPAIGN99,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,5,PROMO,COLGATEOTHERPACK,PROMO,BRAND1,BRAND1,15639.91377,2974735.786
BRAND1,2023,5,PROMO,COLGATESACHET,PROMO,BRAND1,BRAND1,3352.093723,637573.4104
BRAND1,2023,5,PROMO,DISCOUNT,PROMO,BRAND1,BRAND1,2298.903046,437254.9148
BRAND1,2023,5,TRADE,LOCALTHEMATIC,TRADE,BRAND1,BRAND1,18970.39279,3608198.048
BRAND1,2023,5,TRADE,MINMAXDISPLAY,TRADE,BRAND1,BRAND1,30789.70038,5856248.631
BRAND1,2023,5,TRADE,NPILISTING,TRADE,BRAND1,BRAND1,0,0
BRAND1,2023,6,BASE,BASE,BASE,BRAND1,BRAND1,748375.3738,150780765
BRAND1,2023,6,CAMPAIGN1,TV,HALO,BRAND6,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN10,DIGITAL,HALO,BRAND2,BRAND1,0.447221026,90.12609994
BRAND1,2023,6,CAMPAIGN10,DIGITAL,HALO,BRAND3,BRAND1,586.1840802,118130.5929
BRAND1,2023,6,CAMPAIGN10,DIGITAL,HALO,BRAND4,BRAND1,91.00706719,18340.17532
BRAND1,2023,6,CAMPAIGN10,DIGITAL,HALO,BRAND6,BRAND1,75.06437917,15127.3293
BRAND1,2023,6,CAMPAIGN10,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN10,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN10,DIGITAL,TARGET,BRAND1,BRAND1,233.5608362,47068.2862
BRAND1,2023,6,CAMPAIGN101,DIGITAL,TARGET,BRAND1,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN102,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN103,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN104,DIGITAL,TARGET,BRAND1,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN105,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN106,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN11,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN110,DIGITAL,HALO,BRAND8,BRAND1,184.2244015,37125.77415
BRAND1,2023,6,CAMPAIGN111,DIGITAL,HALO,BRAND2,BRAND1,2.717179774,547.5789406
BRAND1,2023,6,CAMPAIGN112,DIGITAL,HALO,BRAND2,BRAND1,0.512138487,103.2085741
BRAND1,2023,6,CAMPAIGN113,DIGITAL,HALO,BRAND2,BRAND1,0.224550914,45.25256397
BRAND1,2023,6,CAMPAIGN114,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN115,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN116,DIGITAL,HALO,BRAND4,BRAND1,3999.359191,805969.811
BRAND1,2023,6,CAMPAIGN116,TV,HALO,BRAND4,BRAND1,2156.313581,434550.5283
BRAND1,2023,6,CAMPAIGN117,DIGITAL,HALO,BRAND9,BRAND1,354.2237507,71384.84836
BRAND1,2023,6,CAMPAIGN118,DIGITAL,HALO,BRAND9,BRAND1,522.0169957,105199.338
BRAND1,2023,6,CAMPAIGN119,DIGITAL,HALO,BRAND2,BRAND1,7039.216331,1418576.223
BRAND1,2023,6,CAMPAIGN119,TV,HALO,BRAND2,BRAND1,4795.595952,966431.2153
BRAND1,2023,6,CAMPAIGN12,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN120,DIGITAL,HALO,BRAND8,BRAND1,1373.789102,276852.4881
BRAND1,2023,6,CAMPAIGN121,DIGITAL,HALO,BRAND9,BRAND1,24.76665575,4991.093798
BRAND1,2023,6,CAMPAIGN122,DIGITAL,HALO,BRAND9,BRAND1,1051.058309,211814.2498
BRAND1,2023,6,CAMPAIGN123,DIGITAL,HALO,BRAND2,BRAND1,493.9473051,99542.60097
BRAND1,2023,6,CAMPAIGN13,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN137,DIGITAL,TARGET,BRAND1,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN138,TV,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN139,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN14,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN140,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN141,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN142,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN143,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN144,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN15,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN16,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN16,TV,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN17,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN18,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN2,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN2,TV,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN20,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN21,DIGITAL,TARGET,BRAND1,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN22,DIGITAL,TARGET,BRAND1,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN23,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN24,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN25,DIGITAL,HALO,BRAND2,BRAND1,16.69252689,3363.957098
BRAND1,2023,6,CAMPAIGN26,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN27,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN3,TV,HALO,BRAND5,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN30,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN31,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN32,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN33,TV,HALO,BRAND6,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN34,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN36,TV,HALO,BRAND10,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN39,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN40,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN41,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN42,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN42,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN44,DIGITAL,HALO,BRAND2,BRAND1,3874.305523,780768.4033
BRAND1,2023,6,CAMPAIGN45,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN46,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN47,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN48,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN49,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN50,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN51,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN52,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN53,DIGITAL,HALO,BRAND2,BRAND1,92.76634862,18694.71405
BRAND1,2023,6,CAMPAIGN53,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN53,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN54,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN54,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN55,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN56,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN57,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN58,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN59,DIGITAL,HALO,BRAND4,BRAND1,26.01431032,5242.527057
BRAND1,2023,6,CAMPAIGN6,TV,HALO,BRAND5,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN60,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN61,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN62,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN63,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN64,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN65,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN66,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN67,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN68,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN69,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN7,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN7,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN70,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN71,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN72,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN74,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN75,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN76,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN77,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN78,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN80,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN81,TV,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN85,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN86,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN87,DIGITAL,HALO,BRAND4,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN88,TV,HALO,BRAND2,BRAND1,211.1099046,42543.86811
BRAND1,2023,6,CAMPAIGN89,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN91,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN92,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN93,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN94,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN95,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN95,TV,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,6,CAMPAIGN96,DIGITAL,HALO,BRAND2,BRAND1,571.0642824,115083.5796
BRAND1,2023,6,CAMPAIGN97,DIGITAL,HALO,BRAND9,BRAND1,489.9979203,98746.70224
BRAND1,2023,6,CAMPAIGN98,DIGITAL,HALO,BRAND4,BRAND1,20.3557018,4102.177462
BRAND1,2023,6,CAMPAIGN99,DIGITAL,HALO,BRAND4,BRAND1,139.6797616,28148.92729
BRAND1,2023,6,PROMO,COLGATEOTHERPACK,PROMO,BRAND1,BRAND1,15624.67341,3148758.208
BRAND1,2023,6,PROMO,COLGATESACHET,PROMO,BRAND1,BRAND1,3455.310608,696330.5632
BRAND1,2023,6,PROMO,DISCOUNT,PROMO,BRAND1,BRAND1,1808.364722,364430.2258
BRAND1,2023,6,TRADE,LOCALTHEMATIC,TRADE,BRAND1,BRAND1,7454.984488,1502363.792
BRAND1,2023,6,TRADE,MINMAXDISPLAY,TRADE,BRAND1,BRAND1,33573.04234,6765798.544
BRAND1,2023,6,TRADE,NPILISTING,TRADE,BRAND1,BRAND1,0,0
BRAND1,2023,7,BASE,BASE,BASE,BRAND1,BRAND1,633042.2372,125826706.2
BRAND1,2023,7,CAMPAIGN1,DIGITAL,HALO,BRAND6,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN1,TV,HALO,BRAND6,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN10,DIGITAL,HALO,BRAND2,BRAND1,0.529115849,105.1946583
BRAND1,2023,7,CAMPAIGN10,DIGITAL,HALO,BRAND3,BRAND1,482.5151906,95929.88127
BRAND1,2023,7,CAMPAIGN10,DIGITAL,HALO,BRAND4,BRAND1,95.75076317,19036.41486
BRAND1,2023,7,CAMPAIGN10,DIGITAL,HALO,BRAND6,BRAND1,289.0396109,57464.58577
BRAND1,2023,7,CAMPAIGN10,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN10,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN10,DIGITAL,TARGET,BRAND1,BRAND1,128.2949855,25506.60159
BRAND1,2023,7,CAMPAIGN100,DIGITAL,HALO,BRAND6,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN101,DIGITAL,TARGET,BRAND1,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN102,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN103,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN104,DIGITAL,TARGET,BRAND1,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN105,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN106,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN107,DIGITAL,HALO,BRAND6,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN108,DIGITAL,HALO,BRAND5,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN109,DIGITAL,HALO,BRAND5,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN11,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN110,DIGITAL,HALO,BRAND8,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN111,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN112,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN113,DIGITAL,HALO,BRAND2,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN114,DIGITAL,HALO,BRAND3,BRAND1,1.307227496,259.8927059
BRAND1,2023,7,CAMPAIGN115,DIGITAL,HALO,BRAND3,BRAND1,3.125788329,621.4446905
BRAND1,2023,7,CAMPAIGN116,DIGITAL,HALO,BRAND4,BRAND1,3161.305879,628506.011
BRAND1,2023,7,CAMPAIGN116,TV,HALO,BRAND4,BRAND1,1244.755945,247472.6026
BRAND1,2023,7,CAMPAIGN117,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN118,DIGITAL,HALO,BRAND9,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN119,DIGITAL,HALO,BRAND2,BRAND1,10388.17638,2065295.655
BRAND1,2023,7,CAMPAIGN119,TV,HALO,BRAND2,BRAND1,2015.116789,400629.6963
BRAND1,2023,7,CAMPAIGN12,DIGITAL,HALO,BRAND3,BRAND1,0,0
BRAND1,2023,7,CAMPAIGN120,DIGITAL,HALO,BRAND8,BRAND1,1526.386926,303464.2628
BRAND1,2023,7,CAMPAIGN121,DIGITAL,HALO,BRAND9,BRAND1,5.17222741,1028.301639
