TIMEDESC,BRAND,SUBBRAND,CHANNEL,GEOGDESC,Year,Month,MonthWord,VOLUME,VALUE,TARGET PRICE,ND,WD,BASEPRICES,TARGET DISCOUNT
10/1/2023 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2023,10,Oct,12640,13563000,1073.022152,55.90561709,62.76811709,1241.712424,13.58529311
11/1/2023 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2023,11,Nov,12430,14908600,1199.404666,58.45647627,64.86500402,1241.712424,3.407210673
1/1/2023 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2023,1,Jan,6264,4309800,688.0268199,54.62675607,66.84482759,688.0268199,0
2/1/2023 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2023,2,Feb,3535,3005100,850.0990099,43.48458274,56.25940594,850.0990099,0
3/1/2023 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2023,3,Mar,4642,3451200,743.4726411,50.44226626,59.86449806,850.0990099,12.54281767
4/1/2023 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2023,4,Apr,6853,3705800,540.7558733,66.3319714,79.2124617,850.0990099,36.3890715
5/1/2023 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2023,5,May,7898,4468400,565.7634844,65.74398582,78.74158015,743.4726411,23.90258186
6/1/2023 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2023,6,Jun,6434,3806700,591.6537146,62.32810071,74.99689151,591.6537146,0
7/1/2023 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2023,7,Jul,5997,3754600,626.0797065,61.5967984,72.24612306,626.0797065,0
8/1/2023 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2023,8,Aug,5369,3658300,681.3745576,54.22872043,64.19929223,681.3745576,0
9/1/2023 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2023,9,Sep,4962,3398300,684.8649738,52.00080613,60.91555824,684.8649738,0
10/1/2023 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2023,10,Oct,4986,3590900,720.1965503,49.00381067,57.33413558,720.1965503,0
11/1/2023 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2023,11,Nov,5051,3627900,718.2538111,45.50603841,57.88893288,720.1965503,0.269751252
1/1/2023 0:00,Brand_1,Sub_brand_1,SUPERHYPERMARKETCHAIN,NATIONAL,2023,1,Jan,28361,18838800,664.2502027,71.25573851,85.74884525,710.2001733,6.47000272
2/1/2023 0:00,Brand_1,Sub_brand_1,SUPERHYPERMARKETCHAIN,NATIONAL,2023,2,Feb,16214,15481200,954.8044899,63.26162576,81.88429752,954.8044899,0
3/1/2023 0:00,Brand_1,Sub_brand_1,SUPERHYPERMARKETCHAIN,NATIONAL,2023,3,Mar,23092,17098000,740.429586,64.47730816,82.95058895,954.8044899,22.4522304
4/1/2023 0:00,Brand_1,Sub_brand_1,SUPERHYPERMARKETCHAIN,NATIONAL,2023,4,Apr,29823,18420000,617.6441002,73.42044731,87.16259263,954.8044899,35.31198201
5/1/2023 0:00,Brand_1,Sub_brand_1,SUPERHYPERMARKETCHAIN,NATIONAL,2023,5,May,36574,21019200,574.7033412,75.4043036,89.35743971,740.429586,22.382445
6/1/2023 0:00,Brand_1,Sub_brand_1,SUPERHYPERMARKETCHAIN,NATIONAL,2023,6,Jun,16543,16001600,967.2731669,66.62848335,82.93701263,967.2731669,0
7/1/2023 0:00,Brand_1,Sub_brand_1,SUPERHYPERMARKETCHAIN,NATIONAL,2023,7,Jul,15874,17216100,1084.547058,64.76502457,81.54951493,1084.547058,0
8/1/2023 0:00,Brand_1,Sub_brand_1,SUPERHYPERMARKETCHAIN,NATIONAL,2023,8,Aug,16414,17084500,1040.849275,57.27531376,74.40002437,1084.547058,4.029127436
9/1/2023 0:00,Brand_1,Sub_brand_1,SUPERHYPERMARKETCHAIN,NATIONAL,2023,9,Sep,14279,15953500,1117.270117,59.78380839,79.62875552,1117.270117,0
10/1/2023 0:00,Brand_1,Sub_brand_1,SUPERHYPERMARKETCHAIN,NATIONAL,2023,10,Oct,14920,16482500,1104.725201,59.61152815,79.23652815,1117.270117,1.122818528
11/1/2023 0:00,Brand_1,Sub_brand_1,SUPERHYPERMARKETCHAIN,NATIONAL,2023,11,Nov,13869,15586500,1123.837335,59.98521883,79.82313072,1123.837335,0
1/1/2023 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2023,1,Jan,2347,1272400,542.1389007,1.550063911,10.98508735,542.1389007,0
2/1/2023 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2023,2,Feb,1965,1012200,515.1145038,1.758778626,7.177099237,542.1389007,4.98477362
3/1/2023 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2023,3,Mar,1749,986000,563.7507147,1.761006289,9.745568897,563.7507147,0
4/1/2023 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2023,4,Apr,1708,887000,519.3208431,1.871194379,8.44028103,563.7507147,7.881120226
5/1/2023 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2023,5,May,1738,869800,500.4602992,1.81127733,9.077100115,563.7507147,11.22666701
6/1/2023 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2023,6,Jun,1325,679500,512.8301887,1.861132075,4.652830189,519.3208431,1.249835145
7/1/2023 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2023,7,Jul,1386,699000,504.3290043,1.698412698,6.057720058,512.8301887,1.657699671
8/1/2023 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2023,8,Aug,1811,924100,510.2705687,1.802319161,7.4853672,512.8301887,0.49911647
9/1/2023 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2023,9,Sep,1834,966000,526.7175573,0.950926936,7.292802617,526.7175573,0
10/1/2023 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2023,10,Oct,2327,1235500,530.9411259,1.337773958,7.826815642,530.9411259,0
11/1/2023 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2023,11,Nov,2244,1216900,542.2905526,1.392156863,7.367201426,542.2905526,0
